library,specimen_id,sample_accession,experiment_accession,run_accession,ncbi_taxid,scientific_name,family_taxid,family_name,country,prefix
BXA:BAC,TROM_V_990809,SAMEA8202623,ERX5335141,ERR5555099,475907,Lithospermum_officinale,21571,Boraginaceae,Norway,TV990809
BXA:BQF,TROM_V_651589,SAMEA8201960,ERX5335142,ERR5555100,369422,Viola_mirabilis,24921,Violaceae,Norway,TV651589
CDM:ARU,TROM_V_651572,SAMEA8201958,ERX5335143,ERR5555101,280064,Eleocharis_mamillata,4609,Cyperaceae,Norway,TV651572
BXA:AII,TROM_V_990807,SAMEA8202622,ERX5335144,ERR5555102,673928,Hypericum_hirsutum,629714,Hypericaceae,Norway,TV990807
BXA:BHB,TROM_V_990720,SAMEA8202619,ERX5335145,ERR5555103,174664,Lysimachia_thyrsiflora,4335,Primulaceae,Norway,TV990720
BXA:BPE,TROM_V_174893,SAMEA8201502,ERX5335146,ERR5555104,207273,Veronica_fruticans,156152,Plantaginaceae,Norway,TV174893
BXA:AIV,TROM_V_651574,SAMEA8201959,ERX5335147,ERR5555105,702247,Gnaphalium_uliginosum,4210,Asteraceae,Norway,TV651574
BMB:KI,TROM_V_700160,SAMEA8201989,ERX5335148,ERR5555106,174664,Lysimachia_thyrsiflora,4335,Primulaceae,Norway,TV700160
BMB:BD,TROM_V_96139,SAMEA8202261,ERX5335149,ERR5555107,173389,Drosera_anglica,4360,Droseraceae,Norway,TV96139
BXA:BRL,TROM_V_990730,SAMEA8202620,ERX5335150,ERR5555108,983334,Gymnocarpium_robertianum,1203500,Cystopteridaceae,Norway,TV990730
BXA:BBL,TROM_V_990843,SAMEA8202624,ERX5335151,ERR5555109,1891513,Persicaria_lapathifolia_subsp_pallida,3615,Polygonaceae,Norway,TV990843
BXA:BCP,TROM_V_96256,SAMEA8202329,ERX5335152,ERR5555110,267256,Rosa_subcanina,3745,Rosaceae,Norway,TV96256
BXA:BDH,TROM_V_96280,SAMEA8202343,ERX5335153,ERR5555111,235900,Ranunculus_glacialis,3440,Ranunculaceae,Norway,TV96280
BXA:BGE,TROM_V_96282,SAMEA8202346,ERX5335154,ERR5555112,1301395,Micranthes_tenuis,3792,Saxifragaceae,Norway,TV96282
BXA:AHV,TROM_V_962798,SAMEA8202340,ERX5335155,ERR5555113,217501,Ligularia_dentata,4210,Asteraceae,Norway,TV962798
BXA:BEM,TROM_V_134270,SAMEA8200931,ERX5335156,ERR5555114,52477,Peucedanum_ostruthium,4037,Apiaceae,Norway,TV134270
BMB:AQ,TROM_V_700173,SAMEA8201990,ERX5335157,ERR5555115,470269,Salix_phylicifolia,3688,Salicaceae,Norway,TV700173
BMB:BC,TROM_V_96294,SAMEA8202354,ERX5335158,ERR5555116,75717,Salix_reticulata,3688,Salicaceae,Norway,TV96294
BXA:AHM,TROM_V_96267,SAMEA8202337,ERX5335159,ERR5555117,1892833,Hieracium_sp_MFM-2016_sect_Subalpina,4210,Asteraceae,Norway,TV96267
BMB:II,TROM_V_96191,SAMEA8202278,ERX5335160,ERR5555118,1734424,Hieracium_virosum_subsp_foliosum,4210,Asteraceae,Norway,TV96191
BXA:BLL,TROM_V_96352,SAMEA8202369,ERX5335161,ERR5555119,3105834,Koeleria_spicata,4479,Poaceae,Norway,TV96352
BXA:BBP,TROM_V_96416,SAMEA8202400,ERX5335162,ERR5555120,286950,Ranunculus_nivalis,3440,Ranunculaceae,Norway,TV96416
BXA:BCL,TROM_V_967278,SAMEA8202559,ERX5335163,ERR5555121,57935,Rosa_majalis,3745,Rosaceae,Norway,TV967278
BXA:BNM,TROM_V_96171,SAMEA8202265,ERX5335164,ERR5555122,192294,Utricularia_intermedia,4196,Lentibulariaceae,Norway,TV96171
BXA:BFG,TROM_V_651374,SAMEA8201953,ERX5335165,ERR5555123,269082,Silene_uralensis,3568,Caryophyllaceae,Norway,TV651374
BXA:BMP,TROM_V_962756,SAMEA8202339,ERX5335166,ERR5555124,619227,Thalictrum_aquilegiifolium,3440,Ranunculaceae,Norway,TV962756
BMB:CC,TROM_V_96939,SAMEA8202600,ERX5335167,ERR5555125,1623466,Betula_nana_subsp_nana,3514,Betulaceae,Norway,TV96939
CDM:AMB,TROM_V_965439,SAMEA8202475,ERX5335168,ERR5555126,291101,Rumex_graminifolius,3615,Polygonaceae,Norway,TV965439
CDM:ARL,TROM_V_967646,SAMEA8202565,ERX5335169,ERR5555127,59324,Gymnadenia_conopsea,4747,Orchidaceae,Norway,TV967646
CDM:AAN,TROM_V_965424,SAMEA8202474,ERX5335170,ERR5555128,4208,Adoxa_moschatellina,4206,Adoxaceae,Norway,TV965424
BMB:GT,TROM_V_651765,SAMEA8201967,ERX5335171,ERR5555129,669803,Sagina_saginoides,3568,Caryophyllaceae,Norway,TV651765
BXA:BPB,TROM_V_651758,SAMEA8201966,ERX5335172,ERR5555130,1734435,Veronica_alpina_subsp_alpina,156152,Plantaginaceae,Norway,TV651758
BXA:AID,TROM_V_965498,SAMEA8202477,ERX5335173,ERR5555131,313104,Lathyrus_palustris,3803,Fabaceae,Norway,TV965498
CDM:AXU,TROM_V_963192,SAMEA8202361,ERX5335174,ERR5555132,74647,Rosa_multiflora,3745,Rosaceae,Norway,TV963192
BMB:CV,TROM_V_963181,SAMEA8202360,ERX5335175,ERR5555133,473050,Urtica_urens,3499,Urticaceae,Norway,TV963181
BMB:LI,TROM_V_96978,SAMEA8202604,ERX5335176,ERR5555134,1734431,Salix_lanata_subsp_lanata,3688,Salicaceae,Norway,TV96978
BXA:AKL,TROM_V_964892,SAMEA8202443,ERX5335177,ERR5555135,1769920,Filipendula_camtschatica,3745,Rosaceae,Norway,TV964892
BXA:BRC,TROM_V_962827,SAMEA8202344,ERX5335178,ERR5555136,98725,Senecio_pseudoarnica,4210,Asteraceae,Norway,TV962827
CDM:ANT,TROM_V_962801,SAMEA8202341,ERX5335179,ERR5555137,125027,Elatine_hydropiper,125023,Elatinaceae,Norway,TV962801
CDM:AQE,TROM_V_962891,SAMEA8202350,ERX5335180,ERR5555138,361423,Sparganium_emersum,4731,Typhaceae,Norway,TV962891
CDM:ARV,TROM_V_963118,SAMEA8202359,ERX5335181,ERR5555139,280053,Eleocharis_acicularis,4609,Cyperaceae,Norway,TV963118
CDM:AVG,TROM_V_963598,SAMEA8202373,ERX5335182,ERR5555140,3332,Picea_sitchensis,3318,Pinaceae,Norway,TV963598
BXA:BKB,TROM_V_962829,SAMEA8202345,ERX5335183,ERR5555141,4232,Helianthus_annuus,4210,Asteraceae,Norway,TV962829
BXA:AGD,TROM_V_965038,SAMEA8202452,ERX5335184,ERR5555142,268009,Cicerbita_macrophylla,4210,Asteraceae,Norway,TV965038
BMB:NR,TROM_V_963404,SAMEA8202365,ERX5335185,ERR5555143,174663,Polemonium_caeruleum,24584,Polemoniaceae,Norway,TV963404
BMB:NL,TROM_V_963406,SAMEA8202366,ERX5335186,ERR5555144,135520,Ribes_spicatum,23066,Grossulariaceae,Norway,TV963406
CDM:ANG,TROM_V_350926,SAMEA8201793,ERX5335187,ERR5555145,368342,Alopecurus_magellanicus,4479,Poaceae,Svalbard,TV350926
BXA:ASR,TROM_V_350918,SAMEA8201792,ERX5335188,ERR5555146,4679,Allium_cepa,4668,Amaryllidaceae,Svalbard,TV350918
BXA:CEN,TROM_V_350911,SAMEA8201790,ERX5335189,ERR5555147,395312,Sagina_nivalis,3568,Caryophyllaceae,Svalbard,TV350911
BXA:CML,TROM_V_350914,SAMEA8201791,ERX5335190,ERR5555148,269377,Poa_palustris,4479,Poaceae,Svalbard,TV350914
BXA:AGM,TROM_V_962807,SAMEA8202342,ERX5335191,ERR5555149,3483,Cannabis_sativa,3481,Cannabaceae,Norway,TV962807
BXA:BEF,TROM_V_174165,SAMEA8201486,ERX5335192,ERR5555150,128002,Tanacetum_vulgare,4210,Asteraceae,Norway,TV174165
BMB:NP,TROM_V_174247,SAMEA8201492,ERX5335193,ERR5555151,254782,Rhinanthus_minor,91896,Orobanchaceae,Norway,TV174247
BMB:DN,TROM_V_174238,SAMEA8201491,ERX5335194,ERR5555152,218142,Agrostis_canina,4479,Poaceae,Norway,TV174238
BMB:M,TROM_V_174276,SAMEA8201493,ERX5335195,ERR5555153,434553,Myriophyllum_alterniflorum,24945,Haloragaceae,Norway,TV174276
BXA:BVH,TROM_V_962847,SAMEA8202347,ERX5335196,ERR5555154,462873,Galium_verum,24966,Rubiaceae,Norway,TV962847
CDM:AQP,TROM_V_962880,SAMEA8202349,ERX5335197,ERR5555155,108425,Potamogeton_berchtoldii,16362,Potamogetonaceae,Norway,TV962880
BMB:AC,TROM_V_962908,SAMEA8202351,ERX5335198,ERR5555156,29771,Saxifraga_oppositifolia,3792,Saxifragaceae,Norway,TV962908
BMB:ND,TROM_V_965017,SAMEA8202450,ERX5335199,ERR5555157,241214,Carex_lepidocarpa,4609,Cyperaceae,Norway,TV965017
BXA:AKG,TROM_V_962915,SAMEA8202352,ERX5335200,ERR5555158,176602,Galinsoga_parviflora,4210,Asteraceae,Norway,TV962915
BXA:BRV,TROM_V_962857,SAMEA8202348,ERX5335201,ERR5555159,3562,Spinacia_oleracea,1804623,Chenopodiaceae,Norway,TV962857
BXA:CMD,TROM_V_201113,SAMEA8201689,ERX5335202,ERR5555160,1288821,Hordeum_vulgare_var_distichon,4479,Poaceae,Russia,TV201113
BXA:BFL,TROM_V_963000,SAMEA8202357,ERX5335203,ERR5555161,513306,Solanum_nigrum_subsp_nigrum,4070,Solanaceae,Norway,TV963000
BXA:BQN,TROM_V_964912,SAMEA8202445,ERX5335204,ERR5555162,278078,Saxifraga_umbrosa,3792,Saxifragaceae,Norway,TV964912
BXA:APC,TROM_V_964869,SAMEA8202442,ERX5335205,ERR5555163,82322,Lilium_martagon,4677,Liliaceae,Norway,TV964869
BXA:BLR,TROM_V_964055,SAMEA8202393,ERX5335206,ERR5555164,41492,Bellis_perennis,4210,Asteraceae,Norway,TV964055
BXA:BCV,TROM_V_964061,SAMEA8202394,ERX5335207,ERR5555165,1891285,Primula_elatior_x_Primula_vulgaris,4335,Primulaceae,Norway,TV964061
BXA:BDG,TROM_V_964078,SAMEA8202395,ERX5335208,ERR5555166,79245,Ficaria_verna,3440,Ranunculaceae,Norway,TV964078
BXA:BHM,TROM_V_964097,SAMEA8202397,ERX5335209,ERR5555167,107243,Noccaea_caerulescens,3700,Brassicaceae,Norway,TV964097
BXA:AIT,TROM_V_964095,SAMEA8202396,ERX5335210,ERR5555168,43368,Heuchera_sanguinea,3792,Saxifragaceae,Norway,TV964095
BXA:BGQ,TROM_V_133968,SAMEA8200916,ERX5335211,ERR5555169,1532256,Alchemilla_monticola,3745,Rosaceae,Norway,TV133968
BXA:AFD,TROM_V_134131,SAMEA8200923,ERX5335212,ERR5555170,13487,Diapensia_lapponica,16673,Diapensiaceae,Norway,TV134131
BXA:BRH,TROM_V_134130,SAMEA8200922,ERX5335213,ERR5555171,39862,Silene_acaulis,3568,Caryophyllaceae,Norway,TV134130
BXA:BER,TROM_V_134136,SAMEA8200924,ERX5335214,ERR5555172,39414,Plantago_lanceolata,156152,Plantaginaceae,Norway,TV134136
BMB:FK,TROM_V_134142,SAMEA8200925,ERX5335215,ERR5555173,148897,Geum_rivale,3745,Rosaceae,Norway,TV134142
BXA:BVS,TROM_V_133935,SAMEA8200914,ERX5335216,ERR5555174,35899,Galium_odoratum,24966,Rubiaceae,Norway,TV133935
BXA:AVQ,TROM_V_133950,SAMEA8200915,ERX5335217,ERR5555175,230572,Dactylorhiza_maculata,4747,Orchidaceae,Norway,TV133950
BXA:ARV,TROM_V_133924,SAMEA8200912,ERX5335218,ERR5555176,88845,Allium_victorialis,4668,Amaryllidaceae,Norway,TV133924
BXA:BSF,TROM_V_964287,SAMEA8202407,ERX5335219,ERR5555177,654633,Potentilla_argentea,3745,Rosaceae,Norway,TV964287
CDM:ALS,TROM_V_964824,SAMEA8202440,ERX5335220,ERR5555178,524254,Linum_catharticum,4004,Linaceae,Norway,TV964824
CDM:ATQ,TROM_V_964292,SAMEA8202408,ERX5335221,ERR5555179,169380,Asplenium_septentrionale,41972,Aspleniaceae,Norway,TV964292
BXA:BGT,TROM_V_964475,SAMEA8202424,ERX5335222,ERR5555180,3874,Lupinus_polyphyllus,3803,Fabaceae,Norway,TV964475
BMB:MP,TROM_V_964300,SAMEA8202409,ERX5335223,ERR5555181,160511,Veronica_officinalis,156152,Plantaginaceae,Norway,TV964300
BMB:PR,TROM_V_964301,SAMEA8202410,ERX5335224,ERR5555182,271541,Stellaria_graminea,3568,Caryophyllaceae,Norway,TV964301
CDM:ASO,TROM_V_135061,SAMEA8200958,ERX5335225,ERR5555183,661418,Carex_ursina,4609,Cyperaceae,Svalbard,TV135061
BXA:AIS,TROM_V_133931,SAMEA8200913,ERX5335226,ERR5555184,378942,Hieracium_atratum,4210,Asteraceae,Norway,TV133931
CDM:AMA,TROM_V_964680,SAMEA8202434,ERX5335227,ERR5555185,1470351,Rumex_aquaticus,3615,Polygonaceae,Norway,TV964680
BMB:GL,TROM_V_964697,SAMEA8202435,ERX5335228,ERR5555186,110753,Lysimachia_maritima,4335,Primulaceae,Norway,TV964697
BXA:AIN,TROM_V_133916,SAMEA8200911,ERX5335229,ERR5555187,1734425,Hieracium_onosmoides,4210,Asteraceae,Norway,TV133916
BXA:BMG,TROM_V_964701,SAMEA8202436,ERX5335230,ERR5555188,462580,Tephroseris_integrifolia,4210,Asteraceae,Norway,TV964701
BXA:CLV,TROM_V_202201,SAMEA8201726,ERX5335231,ERR5555189,395293,Festuca_brachyphylla,4479,Poaceae,Svalbard,TV202201
BXA:BFA,TROM_V_964910,SAMEA8202444,ERX5335232,ERR5555190,1891602,Stellaria_ponojensis,3568,Caryophyllaceae,Norway,TV964910
BMB:EI,TROM_V_133896,SAMEA8200910,ERX5335233,ERR5555191,1734435,Veronica_alpina_subsp_alpina,156152,Plantaginaceae,Norway,TV133896
BXA:BCC,TROM_V_964666,SAMEA8202433,ERX5335234,ERR5555192,78511,Ribes_nigrum,23066,Grossulariaceae,Norway,TV964666
BXA:BGH,TROM_V_964376,SAMEA8202417,ERX5335235,ERR5555193,410645,Moehringia_lateriflora,3568,Caryophyllaceae,Norway,TV964376
CDM:AVC,TROM_V_965769,SAMEA8202487,ERX5335236,ERR5555194,872910,Woodsia_glabella,246271,Woodsiaceae,Norway,TV965769
BXA:BSK,TROM_V_964651,SAMEA8202432,ERX5335237,ERR5555195,1891601,Stellaria_hebecalyx,3568,Caryophyllaceae,Norway,TV964651
CDM:ASY,TROM_V_965771,SAMEA8202488,ERX5335238,ERR5555196,234460,Carex_nardina,4609,Cyperaceae,Norway,TV965771
BXA:CAT,TROM_V_964358,SAMEA8202412,ERX5335239,ERR5555197,1891515,Platanthera_oligantha,4747,Orchidaceae,Norway,TV964358
BXA:ASI,TROM_V_202173,SAMEA8201725,ERX5335240,ERR5555198,1443518,Carex_nardina_subsp_hepburnii,4609,Cyperaceae,Svalbard,TV202173
CDM:AAR,TROM_V_202244,SAMEA8201729,ERX5335241,ERR5555199,93341,Saxifraga_svalbardensis,3792,Saxifragaceae,Svalbard,TV202244
CDM:ASN,TROM_V_202251,SAMEA8201730,ERX5335242,ERR5555200,368342,Alopecurus_magellanicus,4479,Poaceae,Svalbard,TV202251
BXA:BDQ,TROM_V_134174,SAMEA8200926,ERX5335243,ERR5555201,75710,Salix_hastata,3688,Salicaceae,Norway,TV134174
BXA:CEM,TROM_V_202252,SAMEA8201731,ERX5335244,ERR5555202,395310,Ranunculus_sulphureus,3440,Ranunculaceae,Svalbard,TV202252
BXA:AFV,TROM_V_965741,SAMEA8202486,ERX5335245,ERR5555203,63002,Conioselinum_tataricum,4037,Apiaceae,Norway,TV965741
BMB:PP,TROM_V_134207,SAMEA8200929,ERX5335246,ERR5555204,191669,Spergularia_marina,3568,Caryophyllaceae,Norway,TV134207
BMB:IT,TROM_V_964987,SAMEA8202447,ERX5335247,ERR5555205,1734422,Erigeron_uniflorus_subsp_uniflorus,4210,Asteraceae,Norway,TV964987
BXA:AKS,TROM_V_134325,SAMEA8200934,ERX5335248,ERR5555206,1891483,Euphrasia_arctica_subsp_arctica,91896,Orobanchaceae,Norway,TV134325
BXA:BNF,TROM_V_134204,SAMEA8200928,ERX5335249,ERR5555207,1891614,Tripleurospermum_maritimum_subsp_maritimum,4210,Asteraceae,Norway,TV134204
CDM:ATS,TROM_V_965728,SAMEA8202485,ERX5335250,ERR5555208,234725,Carex_microglochin,4609,Cyperaceae,Norway,TV965728
BMB:BP,TROM_V_134507,SAMEA8200938,ERX5335251,ERR5555209,244723,Juniperus_communis_subsp_communis,3367,Cupressaceae,Norway,TV134507
BMB:IF,TROM_V_134369,SAMEA8200935,ERX5335252,ERR5555210,310818,Hieracium_laevigatum,4210,Asteraceae,Norway,TV134369
BMB:HL,TROM_V_134530,SAMEA8200939,ERX5335253,ERR5555211,313220,Montia_fontana,703407,Montiaceae,Norway,TV134530
BXA:ASN,TROM_V_202240,SAMEA8201728,ERX5335254,ERR5555212,1891223,x_Arctodupontia_scleroclada,4479,Poaceae,Svalbard,TV202240
CDM:ATL,TROM_V_967609,SAMEA8202564,ERX5335255,ERR5555213,167744,Botrypus_virginianus,13828,Ophioglossaceae,Norway,TV967609
BXA:CCY,TROM_V_202226,SAMEA8201727,ERX5335256,ERR5555214,282783,Draba_subcapitata,3700,Brassicaceae,Svalbard,TV202226
BXA:CDD,TROM_V_202299,SAMEA8201735,ERX5335257,ERR5555215,311929,Draba_glacialis,3700,Brassicaceae,Svalbard,TV202299
BXA:CDH,TROM_V_202300,SAMEA8201736,ERX5335258,ERR5555216,208904,Draba_alpina,3700,Brassicaceae,Svalbard,TV202300
BMB:HE,TROM_V_134213,SAMEA8200930,ERX5335259,ERR5555217,464075,Festuca_richardsonii,4479,Poaceae,Norway,TV134213
BMB:GM,TROM_V_134379,SAMEA8200936,ERX5335260,ERR5555218,38852,Gentiana_nivalis,21472,Gentianaceae,Norway,TV134379
BXA:ANI,TROM_V_965712,SAMEA8202484,ERX5335261,ERR5555219,55320,Potamogeton_perfoliatus,16362,Potamogetonaceae,Norway,TV965712
CDM:AQJ,TROM_V_965699,SAMEA8202483,ERX5335262,ERR5555220,291104,Trichophorum_pumilum,4609,Cyperaceae,Norway,TV965699
CDM:AQK,TROM_V_964356,SAMEA8202411,ERX5335263,ERR5555221,397093,Stuckenia_vaginata,16362,Potamogetonaceae,Norway,TV964356
CDM:AQL,TROM_V_965691,SAMEA8202482,ERX5335264,ERR5555222,246704,Potamogeton_praelongus,16362,Potamogetonaceae,Norway,TV965691
BXA:ANH,TROM_V_964360,SAMEA8202413,ERX5335265,ERR5555223,397093,Stuckenia_vaginata,16362,Potamogetonaceae,Norway,TV964360
BMB:AN,TROM_V_965690,SAMEA8202481,ERX5335266,ERR5555224,57940,Potentilla_erecta,3745,Rosaceae,Norway,TV965690
BXA:BFB,TROM_V_202287,SAMEA8201734,ERX5335267,ERR5555225,1301351,Carex_capillaris_subsp_fuscidula,4609,Cyperaceae,Svalbard,TV202287
BXA:ALC,TROM_V_964384,SAMEA8202420,ERX5335268,ERR5555226,1891478,Epilobium_laestadii,3934,Onagraceae,Norway,TV964384
BXA:AQG,TROM_V_964361,SAMEA8202414,ERX5335269,ERR5555227,29669,Cinna_latifolia,4479,Poaceae,Norway,TV964361
BXA:CKM,TROM_V_135962,SAMEA8201117,ERX5335270,ERR5555228,243709,Euphrasia_nemorosa,91896,Orobanchaceae,Norway,TV135962
CDM:AON,TROM_V_965441,SAMEA8202476,ERX5335271,ERR5555229,395291,Eriophorum_russeolum,4609,Cyperaceae,Norway,TV965441
CDM:AVK,TROM_V_964380,SAMEA8202419,ERX5335272,ERR5555230,1885256,Dryopteris_continentalis,29607,Dryopteridaceae,Norway,TV964380
BXA:AFL,TROM_V_964532,SAMEA8202428,ERX5335273,ERR5555231,46247,Delphinium_elatum,3440,Ranunculaceae,Norway,TV964532
BXA:BGV,TROM_V_964365,SAMEA8202415,ERX5335274,ERR5555232,4081,Solanum_lycopersicum,4070,Solanaceae,Norway,TV964365
BXA:BDL,TROM_V_964372,SAMEA8202416,ERX5335275,ERR5555233,137693,Polygonum_aviculare,3615,Polygonaceae,Norway,TV964372
BXA:AKB,TROM_V_964481,SAMEA8202426,ERX5335276,ERR5555234,118509,Glebionis_segetum,4210,Asteraceae,Norway,TV964481
BXA:ALM,TROM_V_964479,SAMEA8202425,ERX5335277,ERR5555235,99028,Cota_tinctoria,4210,Asteraceae,Norway,TV964479
BXA:BVA,TROM_V_964413,SAMEA8202423,ERX5335278,ERR5555236,33132,Epilobium_ciliatum,3934,Onagraceae,Norway,TV964413
BXA:AKV,TROM_V_964397,SAMEA8202421,ERX5335279,ERR5555237,3467,Eschscholzia_californica,3465,Papaveraceae,Norway,TV964397
BXA:BVE,TROM_V_964399,SAMEA8202422,ERX5335280,ERR5555238,4166,Cymbalaria_muralis,156152,Plantaginaceae,Norway,TV964399
BXA:CDO,TROM_V_202269,SAMEA8201733,ERX5335281,ERR5555239,271559,Cerastium_regelii,3568,Caryophyllaceae,Svalbard,TV202269
BXA:ASQ,TROM_V_202256,SAMEA8201732,ERX5335282,ERR5555240,368342,Alopecurus_magellanicus,4479,Poaceae,Svalbard,TV202256
BXA:CMJ,TROM_V_202304,SAMEA8201737,ERX5335283,ERR5555241,764772,Poa_pratensis_subsp_irrigata,4479,Poaceae,Svalbard,TV202304
BXA:BPT,TROM_V_964628,SAMEA8202431,ERX5335284,ERR5555242,347188,Vicia_sepium,3803,Fabaceae,Norway,TV964628
CDM:AQU,TROM_V_964549,SAMEA8202429,ERX5335285,ERR5555243,318444,Luzula_luzuloides,14101,Juncaceae,Norway,TV964549
BXA:CMC,TROM_V_964579,SAMEA8202430,ERX5335286,ERR5555244,269006,Hypericum_maculatum,629714,Hypericaceae,Norway,TV964579
BMB:EP,TROM_V_133849,SAMEA8200907,ERX5335287,ERR5555245,701400,Polygonum_norvegicum,3615,Polygonaceae,Norway,TV133849
BXA:AHL,TROM_V_133882,SAMEA8200908,ERX5335288,ERR5555246,310818,Hieracium_laevigatum,4210,Asteraceae,Norway,TV133882
BXA:AIQ,TROM_V_133883,SAMEA8200909,ERX5335289,ERR5555247,546187,Hieracium_caesium,4210,Asteraceae,Norway,TV133883
BXA:AVG,TROM_V_964935,SAMEA8202446,ERX5335290,ERR5555248,50207,Sonchus_oleraceus,4210,Asteraceae,Norway,TV964935
BXA:AVH,TROM_V_202315,SAMEA8201738,ERX5335291,ERR5555249,29739,Myrica_gale,26766,Myricaceae,Norway,TV202315
BXA:CIN,TROM_V_965822,SAMEA8202490,ERX5335292,ERR5555250,904458,Petasites_albus,4210,Asteraceae,Norway,TV965822
BXA:BKH,TROM_V_202912,SAMEA8201751,ERX5335293,ERR5555251,4545,Poa_pratensis,4479,Poaceae,Norway,TV202912
BXA:AVT,TROM_V_965862,SAMEA8202495,ERX5335294,ERR5555252,1143221,Cotoneaster_acutifolius_var_lucidus,3745,Rosaceae,Norway,TV965862
BXA:BBT,TROM_V_965849,SAMEA8202493,ERX5335295,ERR5555253,3621,Rheum_rhabarbarum,3615,Polygonaceae,Norway,TV965849
BXA:BVR,TROM_V_965878,SAMEA8202499,ERX5335296,ERR5555254,134521,Lonicera_involucrata,4200,Caprifoliaceae,Norway,TV965878
BXA:AFP,TROM_V_965897,SAMEA8202502,ERX5335297,ERR5555255,118758,Doronicum_columnae,4210,Asteraceae,Norway,TV965897
BMB:LB,TROM_V_965896,SAMEA8202501,ERX5335298,ERR5555256,38787,Betula_pubescens,3514,Betulaceae,Norway,TV965896
BXA:BCQ,TROM_V_965866,SAMEA8202496,ERX5335299,ERR5555257,74645,Rosa_rugosa,3745,Rosaceae,Norway,TV965866
BXA:BDN,TROM_V_965846,SAMEA8202492,ERX5335300,ERR5555258,73824,Populus_balsamifera,3688,Salicaceae,Norway,TV965846
BXA:BFM,TROM_V_965868,SAMEA8202497,ERX5335301,ERR5555259,141005,Sorbaria_sorbifolia,3745,Rosaceae,Norway,TV965868
BXA:BQQ,TROM_V_965858,SAMEA8202494,ERX5335302,ERR5555260,134792,Saxifraga_rosacea,3792,Saxifragaceae,Norway,TV965858
BXA:BIA,TROM_V_202414,SAMEA8201742,ERX5335303,ERR5555261,1891455,Astragalus_alpinus_var_arcticus,3803,Fabaceae,Norway,TV202414
BXA:AHQ,TROM_V_202342,SAMEA8201740,ERX5335304,ERR5555262,1892835,Hieracium_sp_MFM-2016_sect_Vulgata,4210,Asteraceae,Norway,TV202342
BXA:BHS,TROM_V_965917,SAMEA8202503,ERX5335305,ERR5555263,239410,Campanula_latifolia,4381,Campanulaceae,Norway,TV965917
BXA:CDK,TROM_V_351093,SAMEA8201796,ERX5335306,ERR5555264,669661,Cochlearia_groenlandica,3700,Brassicaceae,Svalbard,TV351093
CDM:AMR,TROM_V_351208,SAMEA8201800,ERX5335307,ERR5555265,345293,Cherleria_biflora,3568,Caryophyllaceae,Svalbard,TV351208
BXA:BDK,TROM_V_134663,SAMEA8200950,ERX5335308,ERR5555266,174553,Polygala_vulgaris,4274,Polygalaceae,Norway,TV134663
BXA:ARQ,TROM_V_202725,SAMEA8201745,ERX5335309,ERR5555267,345916,Agrostis_gigantea,4479,Poaceae,Norway,TV202725
BMB:BE,TROM_V_134574,SAMEA8200944,ERX5335310,ERR5555268,1435578,Urtica_dioica_subsp_sondenii,3499,Urticaceae,Norway,TV134574
BMB:HQ,TROM_V_134671,SAMEA8200951,ERX5335311,ERR5555269,46325,Eleocharis_quinqueflora,4609,Cyperaceae,Norway,TV134671
BXA:BCE,TROM_V_134577,SAMEA8200945,ERX5335312,ERR5555270,1891586,Ribes_spicatum_subsp_spicatum,23066,Grossulariaceae,Norway,TV134577
CDM:ASU,TROM_V_135598,SAMEA8200977,ERX5335313,ERR5555271,241222,Carex_ornithopoda,4609,Cyperaceae,Norway,TV135598
CDM:ALW,TROM_V_134534,SAMEA8200940,ERX5335314,ERR5555272,172267,Salix_caprea,3688,Salicaceae,Norway,TV134534
CDM:AOM,TROM_V_134637,SAMEA8200947,ERX5335315,ERR5555273,223655,Juncus_balticus,14101,Juncaceae,Norway,TV134637
BXA:CJR,TROM_V_351084,SAMEA8201795,ERX5335316,ERR5555274,271559,Cerastium_regelii,3568,Caryophyllaceae,Svalbard,TV351084
BMB:HA,TROM_V_134647,SAMEA8200949,ERX5335317,ERR5555275,223682,Juncus_triglumis,14101,Juncaceae,Norway,TV134647
BMB:CN,TROM_V_134535,SAMEA8200941,ERX5335318,ERR5555276,1623473,Salix_hastata_subsp_hastata,3688,Salicaceae,Norway,TV134535
BXA:BBR,TROM_V_134645,SAMEA8200948,ERX5335319,ERR5555277,1891585,Ranunculus_subborealis_subsp_pumilus,3440,Ranunculaceae,Norway,TV134645
CDM:AQI,TROM_V_134592,SAMEA8200946,ERX5335320,ERR5555278,87704,Poa_flexuosa,4479,Poaceae,Norway,TV134592
BXA:CAN,TROM_V_134558,SAMEA8200943,ERX5335321,ERR5555279,1534592,Schoenus_ferrugineus,4609,Cyperaceae,Norway,TV134558
CDM:ARI,TROM_V_134557,SAMEA8200942,ERX5335322,ERR5555280,253143,Juncus_alpinoarticulatus,14101,Juncaceae,Norway,TV134557
BXA:BRR,TROM_V_991090,SAMEA8202627,ERX5335323,ERR5555281,409514,Spiraea_alba_var_latifolia,3745,Rosaceae,Norway,TV991090
BXA:AHI,TROM_V_202735,SAMEA8201746,ERX5335324,ERR5555282,212670,Hieracium_bifidum,4210,Asteraceae,Norway,TV202735
CDM:AMP,TROM_V_351140,SAMEA8201799,ERX5335325,ERR5555283,645205,Sabulina_rubella,3568,Caryophyllaceae,Svalbard,TV351140
