library,specimen_id,sample_accession,experiment_accession,run_accession,ncbi_taxid,scientific_name,family_taxid,family_name,country,prefix
BXA:BII,TROM_V_960395,SAMEA8202223,ERX5334956,ERR5554914,395279,Armeria_scabra,4437,Plumbaginaceae,Norway,TV960395
CDM:AQM,TROM_V_140977,SAMEA8201133,ERX5334957,ERR5554915,246699,Potamogeton_obtusifolius,16362,Potamogetonaceae,Norway,TV140977
BXA:BDI,TROM_V_960307,SAMEA8202219,ERX5334958,ERR5554916,286916,Ranunculus_hyperboreus,3440,Ranunculaceae,Norway,TV960307
CDM:AVN,TROM_V_960265,SAMEA8202217,ERX5334959,ERR5554917,227220,Arctagrostis_latifolia,4479,Poaceae,Norway,TV960265
CDM:ASB,TROM_V_965649,SAMEA8202480,ERX5334960,ERR5554918,1457398,Carex_x_stenolepis,4609,Cyperaceae,Norway,TV965649
BMB:GA,TROM_V_960306,SAMEA8202218,ERX5334961,ERR5554919,397089,Stuckenia_filiformis,16362,Potamogetonaceae,Norway,TV960306
BXA:BGF,TROM_V_960337,SAMEA8202220,ERX5334962,ERR5554920,75950,Lactuca_sibirica,4210,Asteraceae,Norway,TV960337
BMB:DM,TROM_V_963473,SAMEA8202368,ERX5334963,ERR5554921,715724,Galium_uliginosum,24966,Rubiaceae,Norway,TV963473
BMB:NI,TROM_V_960463,SAMEA8202227,ERX5334964,ERR5554922,140843,Carex_pauciflora,4609,Cyperaceae,Norway,TV960463
BXA:BBM,TROM_V_960765,SAMEA8202241,ERX5334965,ERR5554923,1211590,Persicaria_lapathifolia_subsp_lapathifolia,3615,Polygonaceae,Norway,TV960765
BXA:BDV,TROM_V_960823,SAMEA8202244,ERX5334966,ERR5554924,50193,Sonchus_asper,4210,Asteraceae,Norway,TV960823
BXA:ALN,TROM_V_651108,SAMEA8201952,ERX5334967,ERR5554925,589788,Anthemis_ruthenica,4210,Asteraceae,Norway,TV651108
BXA:BSC,TROM_V_92060,SAMEA8202174,ERX5334968,ERR5554926,175059,Primula_elatior,4335,Primulaceae,Norway,TV92060
BMB:GS,TROM_V_91221,SAMEA8202162,ERX5334969,ERR5554927,76438,Eriophorum_vaginatum,4609,Cyperaceae,Norway,TV91221
CDM:ALI,TROM_V_135740,SAMEA8201002,ERX5334970,ERR5554928,387931,Anemone_patens,3440,Ranunculaceae,USA,TV135740
CDM:AAO,TROM_V_961097,SAMEA8202251,ERX5334971,ERR5554929,112593,Aconitum_septentrionale,3440,Ranunculaceae,Norway,TV961097
BXA:BKR,TROM_V_92197,SAMEA8202176,ERX5334972,ERR5554930,1572674,Alchemilla_wichurae,3745,Rosaceae,Norway,TV92197
BXA:AMR,TROM_V_961147,SAMEA8202253,ERX5334973,ERR5554931,112593,Aconitum_septentrionale,3440,Ranunculaceae,Norway,TV961147
BMB:FH,TROM_V_92179,SAMEA8202175,ERX5334974,ERR5554932,169223,Honckenya_peploides,3568,Caryophyllaceae,Norway,TV92179
BXA:BQK,TROM_V_961161,SAMEA8202254,ERX5334975,ERR5554933,214053,Viola_tricolor,24921,Violaceae,Norway,TV961161
BXA:BPF,TROM_V_961348,SAMEA8202258,ERX5334976,ERR5554934,165334,Veronica_gentianoides,156152,Plantaginaceae,Norway,TV961348
CDM:AJC,TROM_V_135768,SAMEA8201019,ERX5334977,ERR5554935,669654,Cerastium_maximum,3568,Caryophyllaceae,USA,TV135768
CDM:ARW,TROM_V_92864,SAMEA8202189,ERX5334978,ERR5554936,669712,Juncus_ranarius,14101,Juncaceae,Norway,TV92864
BXA:BDM,TROM_V_92851,SAMEA8202188,ERX5334979,ERR5554937,1891519,Polygonum_aviculare_subsp_boreale,3615,Polygonaceae,Norway,TV92851
CDM:AOO,TROM_V_651544,SAMEA8201955,ERX5334980,ERR5554938,205739,Eriophorum_brachyantherum,4609,Cyperaceae,Norway,TV651544
BXA:AKE,TROM_V_651545,SAMEA8201956,ERX5334981,ERR5554939,137095,Gentianella_amarella,21472,Gentianaceae,Norway,TV651545
BMB:MF,TROM_V_961363,SAMEA8202259,ERX5334982,ERR5554940,1572676,Dactylorhiza_lapponica,4747,Orchidaceae,Norway,TV961363
CDM:ASP,TROM_V_990704,SAMEA8202618,ERX5334983,ERR5554941,241236,Carex_vesicaria,4609,Cyperaceae,Norway,TV990704
BXA:BKS,TROM_V_963582,SAMEA8202372,ERX5334984,ERR5554942,1891450,Allium_schoenoprasum_subsp_MFM-2016,4668,Amaryllidaceae,Norway,TV963582
BXA:BMD,TROM_V_92445,SAMEA8202177,ERX5334985,ERR5554943,1891609,Taraxacum_sp_MFM-2016_sect_Ruderalia,4210,Asteraceae,Norway,TV92445
BXA:BCR,TROM_V_92570,SAMEA8202180,ERX5334986,ERR5554944,267242,Rosa_mollis,3745,Rosaceae,Norway,TV92570
BXA:BTC,TROM_V_92767,SAMEA8202185,ERX5334987,ERR5554945,3752,Malus_sylvestris,3745,Rosaceae,Norway,TV92767
BXA:AHA,TROM_V_92713,SAMEA8202183,ERX5334988,ERR5554946,1754164,Omalotheca_sylvatica,4210,Asteraceae,Norway,TV92713
BXA:BQL,TROM_V_92549,SAMEA8202179,ERX5334989,ERR5554947,39927,Viscaria_alpina,3568,Caryophyllaceae,Norway,TV92549
BXA:AHF,TROM_V_92604,SAMEA8202181,ERX5334990,ERR5554948,57919,Geum_urbanum,3745,Rosaceae,Norway,TV92604
CDM:ARS,TROM_V_92676,SAMEA8202182,ERX5334991,ERR5554949,669671,Eleocharis_uniglumis,4609,Cyperaceae,Norway,TV92676
BXA:BNI,TROM_V_92799,SAMEA8202186,ERX5334992,ERR5554950,212754,Trollius_europaeus,3440,Ranunculaceae,Norway,TV92799
BXA:BEP,TROM_V_92732,SAMEA8202184,ERX5334993,ERR5554951,669858,Tripleurospermum_maritimum,4210,Asteraceae,Norway,TV92732
BMB:IL,TROM_V_92518,SAMEA8202178,ERX5334994,ERR5554952,669848,Taraxacum_croceum,4210,Asteraceae,Norway,TV92518
BMB:IV,TROM_V_651531,SAMEA8201954,ERX5334995,ERR5554953,91254,Erigeron_borealis,4210,Asteraceae,Norway,TV651531
CDM:ASG,TROM_V_651551,SAMEA8201957,ERX5334996,ERR5554954,46323,Luzula_parviflora,14101,Juncaceae,Norway,TV651551
CDM:AQW,TROM_V_91680,SAMEA8202173,ERX5334997,ERR5554955,223686,Luzula_arcuata,14101,Juncaceae,Norway,TV91680
BXA:BQH,TROM_V_940077,SAMEA8202196,ERX5334998,ERR5554956,214052,Viola_riviniana,24921,Violaceae,Norway,TV940077
BXA:ASF,TROM_V_961303,SAMEA8202256,ERX5334999,ERR5554957,1133549,Cystopteris_montana,1203500,Cystopteridaceae,Norway,TV961303
BXA:BNA,TROM_V_961307,SAMEA8202257,ERX5335000,ERR5554958,872911,Woodsia_ilvensis,246271,Woodsiaceae,Norway,TV961307
BMB:LN,TROM_V_174644,SAMEA8201499,ERX5335001,ERR5554959,57943,Alchemilla_alpina,3745,Rosaceae,Norway,TV174644
CDM:AQF,TROM_V_92838,SAMEA8202187,ERX5335002,ERR5554960,434052,Scirpus_sylvaticus,4609,Cyperaceae,Norway,TV92838
BXA:ANM,TROM_V_96472,SAMEA8202437,ERX5335003,ERR5554961,368382,Poa_pratensis_subsp_pratensis,4479,Poaceae,Norway,TV96472
BXA:BFT,TROM_V_961640,SAMEA8202263,ERX5335004,ERR5554962,1891589,Sanguisorba_canadensis_subsp_latifolia,3745,Rosaceae,Norway,TV961640
BMB:KF,TROM_V_174769,SAMEA8201501,ERX5335005,ERR5554963,89684,Poa_trivialis,4479,Poaceae,Norway,TV174769
BMB:AT,TROM_V_990029,SAMEA8202616,ERX5335006,ERR5554964,173899,Phegopteris_connectilis,29616,Thelypteridaceae,Norway,TV990029
BMB:MB,TROM_V_940048,SAMEA8202195,ERX5335007,ERR5554965,264418,Hesperis_matronalis,3700,Brassicaceae,Norway,TV940048
BMB:DR,TROM_V_961279,SAMEA8202255,ERX5335008,ERR5554966,368338,Catabrosa_aquatica,4479,Poaceae,Norway,TV961279
BXA:AQB,TROM_V_962241,SAMEA8202307,ERX5335009,ERR5554967,129748,Elymus_mutabilis,4479,Poaceae,Norway,TV962241
BMB:BM,TROM_V_961385,SAMEA8202260,ERX5335010,ERR5554968,3905,Vicia_cracca,3803,Fabaceae,Norway,TV961385
BMB:DV,TROM_V_961553,SAMEA8202262,ERX5335011,ERR5554969,35896,Galium_boreale,24966,Rubiaceae,Norway,TV961553
BXA:APP,TROM_V_962260,SAMEA8202309,ERX5335012,ERR5554970,1426240,Anthoxanthum_hirtum_subsp_arcticum,4479,Poaceae,Norway,TV962260
CDM:AAW,TROM_V_963323,SAMEA8202363,ERX5335013,ERR5554971,268080,Lapsana_communis,4210,Asteraceae,Norway,TV963323
BXA:BSB,TROM_V_92885,SAMEA8202192,ERX5335014,ERR5554972,395304,Potentilla_pulchella,3745,Rosaceae,Norway,TV92885
BXA:BDA,TROM_V_200991,SAMEA8201663,ERX5335015,ERR5554973,159013,Primula_scandinavica,4335,Primulaceae,Norway,TV200991
BXA:AGN,TROM_V_962127,SAMEA8202290,ERX5335016,ERR5554974,48032,Carum_carvi,4037,Apiaceae,Norway,TV962127
BXA:AQL,TROM_V_962130,SAMEA8202291,ERX5335017,ERR5554975,513295,Carex_glareosa,4609,Cyperaceae,Norway,TV962130
BMB:AA,TROM_V_962136,SAMEA8202294,ERX5335018,ERR5554976,212754,Trollius_europaeus,3440,Ranunculaceae,Norway,TV962136
BMB:BI,TROM_V_962133,SAMEA8202292,ERX5335019,ERR5554977,669863,Viola_epipsila,24921,Violaceae,Norway,TV962133
BMB:EV,TROM_V_962134,SAMEA8202293,ERX5335020,ERR5554978,180763,Vaccinium_myrtillus,4345,Ericaceae,Norway,TV962134
BMB:GC,TROM_V_962176,SAMEA8202301,ERX5335021,ERR5554979,311957,Draba_norvegica,3700,Brassicaceae,Norway,TV962176
CDM:ANU,TROM_V_962153,SAMEA8202295,ERX5335022,ERR5554980,270110,Cochlearia_officinalis,3700,Brassicaceae,Norway,TV962153
BXA:ASE,TROM_V_97000,SAMEA8202605,ERX5335023,ERR5554981,113538,Equisetum_palustre,3256,Equisetaceae,Norway,TV97000
BXA:ALF,TROM_V_962166,SAMEA8202298,ERX5335024,ERR5554982,366499,Alnus_incana_subsp_kolaensis,3514,Betulaceae,Norway,TV962166
BMB:GV,TROM_V_962165,SAMEA8202297,ERX5335025,ERR5554983,223700,Luzula_pilosa,14101,Juncaceae,Norway,TV962165
BMB:HP,TROM_V_962154,SAMEA8202296,ERX5335026,ERR5554984,197809,Plantago_maritima,156152,Plantaginaceae,Norway,TV962154
BMB:MN,TROM_V_962168,SAMEA8202299,ERX5335027,ERR5554985,214529,Viola_biflora,24921,Violaceae,Norway,TV962168
BMB:V,TROM_V_962175,SAMEA8202300,ERX5335028,ERR5554986,49155,Phyllodoce_caerulea,4345,Ericaceae,Norway,TV962175
BMB:BQ,TROM_V_92881,SAMEA8202191,ERX5335029,ERR5554987,240694,Carex_maritima,4609,Cyperaceae,Norway,TV92881
BMB:DA,TROM_V_92880,SAMEA8202190,ERX5335030,ERR5554988,1540200,Eriophorum_angustifolium_subsp_angustifolium,4609,Cyperaceae,Norway,TV92880
BMB:NM,TROM_V_97023,SAMEA8202606,ERX5335031,ERR5554989,214052,Viola_riviniana,24921,Violaceae,Norway,TV97023
BXA:ASD,TROM_V_97050,SAMEA8202607,ERX5335032,ERR5554990,174658,Oreopteris_limbosperma,29616,Thelypteridaceae,Norway,TV97050
BXA:ASA,TROM_V_174679,SAMEA8201500,ERX5335033,ERR5554991,58041,Pinus_cembra,3318,Pinaceae,Norway,TV174679
BMB:NT,TROM_V_961718,SAMEA8202264,ERX5335034,ERR5554992,97307,Prunus_padus,3745,Rosaceae,Norway,TV961718
BMB:BA,TROM_V_97061,SAMEA8202610,ERX5335035,ERR5554993,241202,Carex_buxbaumii,4609,Cyperaceae,Norway,TV97061
BMB:FG,TROM_V_97055,SAMEA8202609,ERX5335036,ERR5554994,254779,Lathyrus_pratensis,3803,Fabaceae,Norway,TV97055
BMB:LR,TROM_V_97054,SAMEA8202608,ERX5335037,ERR5554995,3289,Dryopteris_filix-mas,29607,Dryopteridaceae,Norway,TV97054
CDM:AQG,TROM_V_174558,SAMEA8201497,ERX5335038,ERR5554996,52159,Poa_pratensis_subsp_angustifolia,4479,Poaceae,Norway,TV174558
BXA:AGT,TROM_V_97080,SAMEA8202611,ERX5335039,ERR5554997,1533246,Oxytropis_lapponica,3803,Fabaceae,Norway,TV97080
BXA:BBH,TROM_V_967364,SAMEA8202560,ERX5335040,ERR5554998,669767,Pedicularis_hirsuta,91896,Orobanchaceae,Norway,TV967364
BXA:AQI,TROM_V_201005,SAMEA8201669,ERX5335041,ERR5554999,32189,Convallaria_majalis,40552,Asparagaceae,Norway,TV201005
BXA:ASG,TROM_V_97118,SAMEA8202612,ERX5335042,ERR5555000,239555,Dryopteris_carthusiana,29607,Dryopteridaceae,Norway,TV97118
BXA:AHG,TROM_V_97127,SAMEA8202613,ERX5335043,ERR5555001,1533119,Hieracium_lachenalii_subsp_argillaceum,4210,Asteraceae,Norway,TV97127
BXA:BHA,TROM_V_962232,SAMEA8202303,ERX5335044,ERR5555002,213289,Lysimachia_punctata,4335,Primulaceae,Norway,TV962232
BXA:AHH,TROM_V_962234,SAMEA8202304,ERX5335045,ERR5555003,221188,Pilosella_aurantiaca,4210,Asteraceae,Norway,TV962234
BXA:BEN,TROM_V_962308,SAMEA8202314,ERX5335046,ERR5555004,57577,Trifolium_pratense,3803,Fabaceae,Norway,TV962308
BXA:BMT,TROM_V_962274,SAMEA8202311,ERX5335047,ERR5555005,74517,Trifolium_hybridum,3803,Fabaceae,Norway,TV962274
BXA:BPH,TROM_V_962303,SAMEA8202313,ERX5335048,ERR5555006,165317,Veronica_longifolia,156152,Plantaginaceae,Norway,TV962303
BXA:ALQ,TROM_V_962318,SAMEA8202315,ERX5335049,ERR5555007,133233,Achillea_ptarmica,4210,Asteraceae,Norway,TV962318
BXA:ALR,TROM_V_1140001,SAMEA8200861,ERX5335050,ERR5555008,580465,Koenigia_divaricata,3615,Polygonaceae,Norway,TV1140001
BMB:DI,TROM_V_962289,SAMEA8202312,ERX5335051,ERR5555009,1623457,Heracleum_persicum_x_Heracleum_sphondylium_subsp_sibiricum,4037,Apiaceae,Norway,TV962289
BXA:BHL,TROM_V_966521,SAMEA8202548,ERX5335052,ERR5555010,208873,Myriophyllum_spicatum,24945,Haloragaceae,Norway,TV966521
CDM:ASQ,TROM_V_991035,SAMEA8202625,ERX5335053,ERR5555011,241227,Carex_pseudocyperus,4609,Cyperaceae,Norway,TV991035
BMB:C,TROM_V_201019,SAMEA8201674,ERX5335054,ERR5555012,669621,Antennaria_alpina,4210,Asteraceae,Norway,TV201019
BXA:ARI,TROM_V_200862,SAMEA8201654,ERX5335055,ERR5555013,1891472,Cystopteris_fragilis_var_fragilis,1203500,Cystopteridaceae,Norway,TV200862
BXA:BLK,TROM_V_961983,SAMEA8202279,ERX5335056,ERR5555014,230571,Dactylorhiza_fuchsii,4747,Orchidaceae,Norway,TV961983
BXA:BRP,TROM_V_964806,SAMEA8202439,ERX5335057,ERR5555015,325515,Spergula_arvensis,3568,Caryophyllaceae,Norway,TV964806
BXA:AKD,TROM_V_962238,SAMEA8202305,ERX5335058,ERR5555016,669700,Gentianopsis_detonsa,21472,Gentianaceae,Norway,TV962238
BXA:BNB,TROM_V_962037,SAMEA8202286,ERX5335059,ERR5555017,3899,Trifolium_repens,3803,Fabaceae,Norway,TV962037
BMB:BS,TROM_V_962040,SAMEA8202287,ERX5335060,ERR5555018,669861,Valeriana_excelsa_subsp_sambucifolia,4200,Caprifoliaceae,Norway,TV962040
BMB:IB,TROM_V_962043,SAMEA8202289,ERX5335061,ERR5555019,860324,Melica_nutans,4479,Poaceae,Norway,TV962043
BMB:NN,TROM_V_962240,SAMEA8202306,ERX5335062,ERR5555020,38862,Parnassia_palustris,4305,Celastraceae,Norway,TV962240
BMB:NS,TROM_V_962041,SAMEA8202288,ERX5335063,ERR5555021,113636,Populus_tremula,3688,Salicaceae,Norway,TV962041
BMB:PL,TROM_V_963559,SAMEA8202370,ERX5335064,ERR5555022,1155358,Sagina_nodosa,3568,Caryophyllaceae,Norway,TV963559
BXA:ANN,TROM_V_962021,SAMEA8202284,ERX5335065,ERR5555023,227212,Poa_pratensis_subsp_alpigena,4479,Poaceae,Norway,TV962021
BMB:EH,TROM_V_962017,SAMEA8202283,ERX5335066,ERR5555024,164258,Veronica_serpyllifolia,156152,Plantaginaceae,Norway,TV962017
BMB:PE,TROM_V_962015,SAMEA8202282,ERX5335067,ERR5555025,39910,Atocion_rupestre,3568,Caryophyllaceae,Norway,TV962015
BMB:FA,TROM_V_962025,SAMEA8202285,ERX5335068,ERR5555026,1734434,Vaccinium_uliginosum_var_uliginosum,4345,Ericaceae,Norway,TV962025
CDM:ARJ,TROM_V_962267,SAMEA8202310,ERX5335069,ERR5555027,1426240,Anthoxanthum_hirtum_subsp_arcticum,4479,Poaceae,Norway,TV962267
CDM:ATY,TROM_V_174075,SAMEA8201479,ERX5335070,ERR5555028,240686,Carex_macloviana,4609,Cyperaceae,Norway,TV174075
BXA:BQR,TROM_V_961992,SAMEA8202280,ERX5335071,ERR5555029,212686,Scorzoneroides_autumnalis,4210,Asteraceae,Norway,TV961992
BXA:BKL,TROM_V_200905,SAMEA8201658,ERX5335072,ERR5555030,669838,Sparganium_angustifolium,4731,Typhaceae,Norway,TV200905
BXA:AHB,TROM_V_133478,SAMEA8200902,ERX5335073,ERR5555031,39352,Origanum_vulgare,4136,Lamiaceae,Norway,TV133478
BMB:CL,TROM_V_174135,SAMEA8201483,ERX5335074,ERR5555032,69996,Selaginella_selaginoides,3245,Selaginellaceae,Norway,TV174135
BXA:AIM,TROM_V_95056,SAMEA8202205,ERX5335075,ERR5555033,1892834,Hieracium_sp_MFM-2016_sect_Tridentata,4210,Asteraceae,Norway,TV95056
BXA:ANT,TROM_V_963566,SAMEA8202371,ERX5335076,ERR5555034,96050,Phalaris_arundinacea,4479,Poaceae,Norway,TV963566
BXA:CHI,TROM_V_135987,SAMEA8201118,ERX5335077,ERR5555035,1155332,Euphrasia_scottica,91896,Orobanchaceae,Norway,TV135987
BMB:KV,TROM_V_961999,SAMEA8202281,ERX5335078,ERR5555036,140842,Carex_pallescens,4609,Cyperaceae,Norway,TV961999
BXA:AGL,TROM_V_961918,SAMEA8202277,ERX5335079,ERR5555037,3719,Capsella_bursa-pastoris,3700,Brassicaceae,Norway,TV961918
BXA:BBG,TROM_V_962216,SAMEA8202302,ERX5335080,ERR5555038,56539,Telekia_speciosa,4210,Asteraceae,Norway,TV962216
BXA:AIH,TROM_V_964524,SAMEA8202427,ERX5335081,ERR5555039,253017,Impatiens_glandulifera,25692,Balsaminaceae,Norway,TV964524
BXA:AMH,TROM_V_174445,SAMEA8201494,ERX5335082,ERR5555040,1155248,Alchemilla_glabra,3745,Rosaceae,Norway,TV174445
BMB:FV,TROM_V_174488,SAMEA8201495,ERX5335083,ERR5555041,114206,Tofieldia_pusilla,85243,Tofieldiaceae,Norway,TV174488
BMB:ER,TROM_V_133672,SAMEA8200905,ERX5335084,ERR5555042,39919,Silene_uniflora,3568,Caryophyllaceae,Norway,TV133672
BXA:AKP,TROM_V_964279,SAMEA8202406,ERX5335085,ERR5555043,76029,Fallopia_convolvulus,3615,Polygonaceae,Norway,TV964279
BXA:CMH,TROM_V_95121,SAMEA8202206,ERX5335086,ERR5555044,669797,Puccinellia_vaginata,4479,Poaceae,Greenland,TV95121
BXA:AGR,TROM_V_963315,SAMEA8202362,ERX5335087,ERR5555045,423282,Cassiope_tetragona,4345,Ericaceae,Norway,TV963315
BMB:LD,TROM_V_133597,SAMEA8200904,ERX5335088,ERR5555046,306132,Cryptogramma_crispa,13819,Pteridaceae,Norway,TV133597
BXA:BRG,TROM_V_174508,SAMEA8201496,ERX5335089,ERR5555047,57947,Sibbaldia_procumbens,3745,Rosaceae,Norway,TV174508
BMB:DP,TROM_V_133544,SAMEA8200903,ERX5335090,ERR5555048,29793,Galium_palustre,24966,Rubiaceae,Norway,TV133544
CDM:ARB,TROM_V_962679,SAMEA8202336,ERX5335091,ERR5555049,368338,Catabrosa_aquatica,4479,Poaceae,Norway,TV962679
BMB:GK,TROM_V_700157,SAMEA8201988,ERX5335092,ERR5555050,669730,Vaccinium_microcarpum,4345,Ericaceae,Norway,TV700157
CDM:AST,TROM_V_961822,SAMEA8202271,ERX5335093,ERR5555051,372273,Carex_leporina,4609,Cyperaceae,Norway,TV961822
BXA:ALV,TROM_V_961781,SAMEA8202267,ERX5335094,ERR5555052,40902,Aegopodium_podagraria,4037,Apiaceae,Norway,TV961781
BXA:AQD,TROM_V_961857,SAMEA8202275,ERX5335095,ERR5555053,53038,Cypripedium_calceolus,4747,Orchidaceae,Norway,TV961857
BXA:AVD,TROM_V_961784,SAMEA8202268,ERX5335096,ERR5555054,1891595,Sorbus_aucuparia_subsp_glabrata,3745,Rosaceae,Norway,TV961784
BXA:CGU,TROM_V_961796,SAMEA8202269,ERX5335097,ERR5555055,519064,Myosotis_laxa_subsp_caespitosa,21571,Boraginaceae,Norway,TV961796
CDM:AQR,TROM_V_961856,SAMEA8202274,ERX5335098,ERR5555056,29695,Phragmites_australis,4479,Poaceae,Norway,TV961856
BMB:D,TROM_V_961810,SAMEA8202270,ERX5335099,ERR5555057,38689,Molinia_caerulea,4479,Poaceae,Norway,TV961810
BMB:BN,TROM_V_961851,SAMEA8202273,ERX5335100,ERR5555058,312751,Carex_livida,4609,Cyperaceae,Norway,TV961851
BXA:BET,TROM_V_961842,SAMEA8202272,ERX5335101,ERR5555059,1137906,Stellaria_humifusa,3568,Caryophyllaceae,Norway,TV961842
BXA:BMM,TROM_V_961737,SAMEA8202266,ERX5335102,ERR5555060,3082713,Thalictrum_minus_var_kemense,3440,Ranunculaceae,Norway,TV961737
BXA:BSG,TROM_V_961868,SAMEA8202276,ERX5335103,ERR5555061,1891588,Salix_lanata_var_glandulosa,3688,Salicaceae,Norway,TV961868
BMB:FM,TROM_V_133839,SAMEA8200906,ERX5335104,ERR5555062,1000418,Galeopsis_tetrahit,4136,Lamiaceae,Norway,TV133839
BXA:ANE,TROM_V_964767,SAMEA8202438,ERX5335105,ERR5555063,1891591,Scilla_luciliae,44985,Hyacinthaceae,Norway,TV964767
BXA:BAG,TROM_V_96623,SAMEA8202530,ERX5335106,ERR5555064,248498,Tulipa_sylvestris,4677,Liliaceae,Norway,TV96623
BXA:AFE,TROM_V_962587,SAMEA8202332,ERX5335107,ERR5555065,38914,Corydalis_solida,3465,Papaveraceae,Norway,TV962587
BXA:AMT,TROM_V_962588,SAMEA8202333,ERX5335108,ERR5555066,13306,Tulipa_gesneriana,4677,Liliaceae,Norway,TV962588
BXA:AND,TROM_V_962628,SAMEA8202334,ERX5335109,ERR5555067,4702,Scilla_siberica,44985,Hyacinthaceae,Norway,TV962628
BMB:N,TROM_V_962584,SAMEA8202331,ERX5335110,ERR5555068,341461,Oxalis_acetosella,4033,Oxalidaceae,Norway,TV962584
BMB:BL,TROM_V_651632,SAMEA8201962,ERX5335111,ERR5555069,347188,Vicia_sepium,3803,Fabaceae,Norway,TV651632
BXA:BEL,TROM_V_651620,SAMEA8201961,ERX5335112,ERR5555070,278673,Petasites_hybridus,4210,Asteraceae,Norway,TV651620
BXA:BPM,TROM_V_134087,SAMEA8200919,ERX5335113,ERR5555071,164258,Veronica_serpyllifolia,156152,Plantaginaceae,Norway,TV134087
BXA:AMQ,TROM_V_651702,SAMEA8201964,ERX5335114,ERR5555072,1844630,Alchemilla_subcrenata,3745,Rosaceae,Norway,TV651702
BMB:HC,TROM_V_651701,SAMEA8201963,ERX5335115,ERR5555073,87471,Avenula_pubescens,4479,Poaceae,Norway,TV651701
BXA:BQG,TROM_V_134089,SAMEA8200920,ERX5335116,ERR5555074,462882,Viola_palustris,24921,Violaceae,Norway,TV134089
BMB:GH,TROM_V_651714,SAMEA8201965,ERX5335117,ERR5555075,64025,Actaea_spicata,3440,Ranunculaceae,Norway,TV651714
BXA:BGS,TROM_V_962706,SAMEA8202338,ERX5335118,ERR5555076,53234,Lupinus_nootkatensis,3803,Fabaceae,Norway,TV962706
BXA:AVB,TROM_V_96586,SAMEA8202498,ERX5335119,ERR5555077,667241,Potentilla_crantzii,3745,Rosaceae,Norway,TV96586
BMB:CB,TROM_V_96774,SAMEA8202569,ERX5335120,ERR5555078,239563,Dryopteris_expansa,29607,Dryopteridaceae,Norway,TV96774
BXA:CHQ,TROM_V_174932,SAMEA8201503,ERX5335121,ERR5555079,2906878,Aria_edulis,3745,Rosaceae,Norway,TV174932
BXA:AIF,TROM_V_96583,SAMEA8202491,ERX5335122,ERR5555080,3852,Laburnum_alpinum,3803,Fabaceae,Norway,TV96583
BXA:AMP,TROM_V_96581,SAMEA8202489,ERX5335123,ERR5555081,1891445,Alchemilla_murbeckiana,3745,Rosaceae,Norway,TV96581
BMB:BH,TROM_V_174179,SAMEA8201488,ERX5335124,ERR5555082,462882,Viola_palustris,24921,Violaceae,Norway,TV174179
BXA:ARC,TROM_V_174192,SAMEA8201490,ERX5335125,ERR5555083,669861,Valeriana_excelsa_subsp_sambucifolia,4200,Caprifoliaceae,Norway,TV174192
BMB:AB,TROM_V_174190,SAMEA8201489,ERX5335126,ERR5555084,36599,Sorbus_aucuparia,3745,Rosaceae,Norway,TV174190
BXA:BPV,TROM_V_96652,SAMEA8202549,ERX5335127,ERR5555085,287755,Vicia_sylvatica,3803,Fabaceae,Norway,TV96652
BMB:K,TROM_V_96653,SAMEA8202550,ERX5335128,ERR5555086,86092,Melampyrum_sylvaticum,91896,Orobanchaceae,Norway,TV96653
BXA:BPQ,TROM_V_96742,SAMEA8202561,ERX5335129,ERR5555087,104587,Pteridium_aquilinum_subsp_latiusculum,32084,Dennstaedtiaceae,Norway,TV96742
BMB:HM,TROM_V_201044,SAMEA8201684,ERX5335130,ERR5555088,87703,Poa_alpina_var_alpina,4479,Poaceae,Norway,TV201044
BXA:BPN,TROM_V_201041,SAMEA8201679,ERX5335131,ERR5555089,1534718,Veronica_serpyllifolia_subsp_humifusa,156152,Plantaginaceae,Norway,TV201041
BMB:LQ,TROM_V_96955,SAMEA8202602,ERX5335132,ERR5555090,3516,Alnus_incana,3514,Betulaceae,Norway,TV96955
BXA:AHE,TROM_V_962961,SAMEA8202355,ERX5335133,ERR5555091,264418,Hesperis_matronalis,3700,Brassicaceae,Norway,TV962961
BMB:F,TROM_V_96948,SAMEA8202601,ERX5335134,ERR5555092,164435,Cornus_suecica,42219,Cornaceae,Norway,TV96948
BXA:BQT,TROM_V_96960,SAMEA8202603,ERX5335135,ERR5555093,53169,Scutellaria_galericulata,4136,Lamiaceae,Norway,TV96960
BMB:DD,TROM_V_963026,SAMEA8202358,ERX5335136,ERR5555094,883867,Matricaria_discoidea,4210,Asteraceae,Norway,TV963026
BMB:E,TROM_V_962923,SAMEA8202353,ERX5335137,ERR5555095,199171,Empetrum_nigrum_subsp_hermaphroditum,4345,Ericaceae,Norway,TV962923
BXA:BED,TROM_V_962979,SAMEA8202356,ERX5335138,ERR5555096,42043,Silene_vulgaris,3568,Caryophyllaceae,Norway,TV962979
BMB:CT,TROM_V_134013,SAMEA8200917,ERX5335139,ERR5555097,1623455,Heracleum_mantegazzianum_x_Heracleum_sphondylium_subsp_sibiricum,4037,Apiaceae,Norway,TV134013
CDM:AUV,TROM_V_202965,SAMEA8201752,ERX5335140,ERR5555098,114457,Struthiopteris_spicant,29600,Blechnaceae,Norway,TV202965
